symbol,name,currency,exchange,country,type
GBPT,"Globe Photos, Inc.",USD,OTC,United States,Common Stock
GBR,New Concept Energy Inc,USD,NYSE,United States,Common Stock
GBR,Great Bear Resources Ltd,CAD,TSXV,Canada,Common Stock
GBRF,Geberit AG,EUR,FSX,Germany,Common
GBRIF,Golden Band Resources Inc.,USD,OTC,United States,Common Stock
GBRRF,Gabriel Resources Ltd.,USD,OTC,United States,Common Stock
GBRX,Golden Birch Resources Inc,CAD,CNQ,Canada,Common Stock
GBT,Guerbet,EUR,Euronext,France,Common Stock
GBT,BMTC Group Inc,CAD,TSX,Canada,Common Stock
GBT,Global Blood Therapeutics Inc,USD,NASDAQ,United States,Common Stock
GBTC,Grayscale Bitcoin Trust (BTC),USD,OTC,United States,Common Stock
GBTNV,Guerbet,EUR,Euronext,France,Common Stock
GBTT,Gabbit Corp,USD,OTC,United States,Common Stock
GBU,Gabriel Resources Ltd,CAD,TSXV,Canada,Common Stock
GBX,Greenbrier Cos Inc-The,USD,NYSE,United States,Common Stock
GBXPY,Via Varejo S.A.,USD,OTC,United States,American Depositary Receipt
GBY,Sangamo Therapeutics Inc,EUR,XETR,Germany,Common Stock
GBY,Sangamo Therapeutics Inc,EUR,FSX,Germany,Common Stock
GC,Great Canadian Gaming Corp,CAD,TSX,Canada,Common Stock
GC1A,"GCI Liberty, Inc.",EUR,FSX,Germany,Common
GC3,Novonix Ltd,EUR,FSX,Germany,Common Stock
GC6,Primo Water Corporation,EUR,FSX,Germany,Common
GCAAF,Guardian Capital Group Ltd.,USD,OTC,United States,Common Stock
GCAN,Greater Cannabis Co Inc.,USD,OTC,United States,Common Stock
GCAP,GAIN Capital Holdings Inc,USD,NYSE,United States,Common Stock
GCB,PTT Global Chemical Public Company Limited,EUR,FSX,Germany,Common
GCB1,PTT Global Chemical Public Company Limited,EUR,FSX,Germany,Common
GCBC,Greene County Bancorp Inc,USD,NASDAQ,United States,Common Stock
GCC,C&C Group PLC,EUR,FSX,Germany,Common Stock
GCCC,GCC Global Capital Corp,CAD,TSXV,Canada,Common Stock
GCCFF,Golden Cariboo Resources Ltd.,USD,OTC,United States,Common Stock
GCCO,Garden City Company (The),USD,OTC,United States,Common Stock
GCE,Claymore CEF GS Connect ETN,USD,NYSE,United States,Exchange-traded Note
GCEH,"Global Clean Energy Holdings, Inc.",USD,OTC,United States,Common Stock
GCEI,"Global Clean Energy, Inc.",USD,OTC,United States,Common Stock
GCFB,"Granite City Food & Brewery, Ltd.",USD,OTC,United States,Common Stock
GCFFF,Goldcliff Resource Corp.,USD,OTC,United States,Common Stock
GCG,Guardian Capital Group Ltd,CAD,TSX,Canada,Common Stock
GCG,Greencore Group plc,EUR,FSX,Germany,Common
GCG.A,Guardian Capital Group Ltd,CAD,TSX,Canada,Common Stock
GCGMF,Great Canadian Gaming Corporation,USD,OTC,United States,Common Stock
GCGX,Global Consortium Inc. ,USD,OTC,United States,Common Stock
GCHK,"Greenchek Technology, Inc.",USD,OTC,United States,Common Stock
GCHLF,Greater China Holdings Ltd.,USD,OTC,United States,Common Stock
GCHT,GC China Turbine Corp.,USD,OTC,United States,Common Stock
GCI,Gannett Co Inc,USD,NYSE,United States,Common Stock
GCI,Gannett Co Inc,USD,NYSE,United States,Common Stock
GCIN,"GC International, Inc.",USD,OTC,United States,Common Stock
GCKL,GALAXY CLOUD KITCHENS LIMITED,INR,BSE,India,EQUITY
GCL,Colabor Group Inc,CAD,TSX,Canada,Common Stock
GCLL,"GreenCell, Inc.",USD,OTC,United States,Common Stock
GCLT,"GainClients, Inc.",USD,OTC,United States,Common Stock
GCM,Gran Colombia Gold Corp,CAD,TSX,Canada,Common Stock
GCM,GCM Resources PLC,GBP,LSE,United Kingdom,Common Stock
GCN,Goldcliff Resources Corp,CAD,TSXV,Canada,Common Stock
GCNJF,Grupo Catalana Occidente S.A.,USD,OTC,United States,Common Stock
GCO,Genesco Inc,USD,NYSE,United States,Common Stock
GCOR,Gaming Corps AB,SEK,OMX,Sweden,Common Stock
GCP,GCP Applied Technologies Inc,USD,NYSE,United States,Common Stock
GCP,GCP Infrastructure Investments Ltd,GBP,LSE,United Kingdom,Closed-end Fund
GCPEF,GCL Poly Energy Holdings Ltd,USD,OTC,United States,Common Stock
GCPEY,GCL Poly Energy Holdings Ltd,USD,OTC,United States,American Depositary Receipt
GCR,Gespeg Resources Ltd,CAD,TSXV,Canada,Common Stock
GCRIF,"Rogue Resources, Inc.",USD,OTC,United States,Common Stock
GCTAF,Siemens Gamesa Renewable Energy,USD,OTC,United States,Common Stock
GCTAY,Siemens Gamesa Renewable Energy,USD,OTC,United States,American Depositary Receipt
GCTY,Gain Cities Limited ,USD,OTC,United States,Common Stock
GCV,Gabelli Convertible and Income Securities Fund Inc,USD,NYSE,United States,Closed-end Fund
GCY,Aerojet Rocketdyne Holdings Inc,EUR,FSX,Germany,Common Stock
GCYO,Gold Canyon Bank (Gold Canyon AZ),USD,OTC,United States,Common Stock
GCZB,Gray Television Inc,EUR,FSX,Germany,Common Stock
GD,General Dynamics Corp,USD,NYSE,United States,Common Stock
GD2,ReNu Energy Limited,EUR,FSX,Germany,Common
GD6,Ramsay G�n�rale de Sant� SA,EUR,FSX,Germany,Common
GD8A,"Gravity Co., Ltd.",EUR,FSX,Germany,Common
GDAR,"Golden Age Resources, Inc.",USD,OTC,United States,Common Stock
GDASY,Goldas Kuyumculuk Sanayi Ithalat Ihracat A.S.,USD,OTC,United States,American Depositary Receipt
GDBO,Gold Rush Cariboo Corp,CAD,TSXV,Canada,Common Stock
GDDY,GoDaddy Inc,USD,NYSE,United States,Common Stock
GDEN,Golden Entertainment Inc,USD,NASDAQ,United States,Common Stock
GDET,"GD Entertainment & Technology, Inc.",USD,OTC,United States,Common Stock
GDGE,CGG,EUR,FSX,Germany,Common
GDGF,CGG,EUR,FSX,Germany,Common
GDG.UN,GLOBAL DIVIDEND GROWERS INCO,CAD,TSX,Canada,Closed-end Fund
GDI,GDI Integrated Facility Services Inc,CAD,TSX,Canada,Common Stock
GDIFF,"GDI Integrated Facility Services, Inc.",USD,OTC,United States,Common Stock
GDL,Goodfellow Inc,CAD,TSX,Canada,Common Stock
GDL,Gateway Distriparks Limited,INR,BSE,India,EQUITY
GDL,Gateway Distriparks Limited,INR,NSE,India,EQUITY
GDL,GDL Fund-The,USD,NYSE,United States,Closed-end Fund
GDL,Gateway Distriparks Limited,INR,BSE,India,EQUITY
GDLC,Grayscale Digital Large Cap Fund LLC,USD,OTC,United States,Common Stock
GDL-C,GDL Fund-The,USD,NYSE,United States,Preferred Stock
GDLNF,Greenland Minerals and Energy Ltd.,USD,OTC,United States,Common Stock
GDM,GoldStar Minerals Inc,CAD,TSXV,Canada,Common Stock
GDMK,GLOBAL DIVERSIFIED MARKETING GROUP INC.,USD,OTC,United States,Common Stock
GDMRF,"Golden Dawn Minerals, Inc.",USD,OTC,United States,Common Stock
GDNGY,Gudang Garam Pt,USD,OTC,United States,American Depositary Receipt
GDNP,Good Natured Products Inc,CAD,TSXV,Canada,Common Stock
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc,USD,NYSE,United States,Closed-end Fund
GDOT,Green Dot Corp,USD,NYSE,United States,Common Stock
GDP,Golden Pursuit Resources Ltd,CAD,TSXV,Canada,Common Stock
GDP,Goodrich Petroleum Corp,USD,NYSE,United States,Common Stock
GDPEF,Resource Cap Gold Corp.,USD,OTC,United States,Common Stock
GDQMF,Goldquest Mining Corp.,USD,OTC,United States,Common Stock
GDR,Genedrive PLC,GBP,LSE,United Kingdom,Common Stock
GDRX,GoodRx Holdings Inc,USD,NASDAQ,United States,Common Stock
GDRZF,"Gold Reserve, Inc.",USD,OTC,United States,Common Stock
GDS,GDS Holdings Ltd,USD,NASDAQ,United States,Depositary Receipt
GDS,Ramsay Generale de Sante,EUR,Euronext,France,Common Stock
GDSI,"Global Digital Solutions, Inc.",USD,OTC,United States,Common Stock
GDUA,Gerdau S.A.,EUR,FSX,Germany,Common
GDUB,Gerdau S.A.,EUR,FSX,Germany,Common
GDV,Global Dividend Growth Split Corp,CAD,TSX,Canada,Closed-end Fund
GDV,Gabelli Dividend & Income Trust-The,USD,NYSE,United States,Closed-end Fund
GDV-A,Gabelli Dividend & Income Trust-The,USD,NYSE,United States,Preferred Stock
GDVE,"Global Development & Environmental Resources, Inc.",USD,OTC,United States,Common Stock
GDV-G,Gabelli Dividend & Income Trust-The,USD,NYSE,United States,Preferred Stock
GDV-H,Gabelli Dividend & Income Trust-The,USD,NYSE,United States,Preferred Stock
GDVM,"Global Developments, Inc.",USD,OTC,United States,Common Stock
GDVTZ,"Gould Investors, L.P.",USD,OTC,United States,FUND
GDWN,Goodwin PLC,GBP,LSE,United Kingdom,Common Stock
GDX,General Dynamics Corp,EUR,XETR,Germany,Common Stock
GDX,General Dynamics Corp,EUR,FSX,Germany,Common Stock
GDX,Goldex Resources Corp,CAD,TSXV,Canada,Common Stock
GDXRF,Goldex Resources Corp.,USD,OTC,United States,Common Stock
GDYN,Grid Dynamics Holdings Inc,USD,NASDAQ,United States,Common Stock
GDZD,Jinchuan Group International Resources Co. Ltd,EUR,FSX,Germany,Common
GE,General Electric Co,USD,NYSE,United States,Common Stock
GE6,"Golden Entertainment, Inc.",EUR,FSX,Germany,Common
GE9,Genmab A-S,EUR,FSX,Germany,Common Stock
GEA,GEA,EUR,Euronext,France,Common Stock
GEAGY,GEA Group AG,USD,OTC,United States,American Depositary Receipt
GEBEY,Genting Berhad,USD,OTC,United States,American Depositary Receipt
GEBHY,Genting Berhad,USD,OTC,United States,American Depositary Receipt
GEBRF,Greenbriar Capital Corp,USD,OTC,United States,Common Stock
GEC,General Electric Co,EUR,XETR,Germany,Common Stock
GEC,General Electric Co,USD,LSE,United Kingdom,Common Stock
GEC,General Electric Co,EUR,FSX,Germany,Common Stock
GEC,Great Elm Capital Group Inc,USD,NASDAQ,United States,Common Stock
GECC,Great Elm Capital Corp,USD,NASDAQ,United States,Common Stock
GECCN,Great Elm Capital Corp,USD,NASDAQ,United States,Preferred Stock
GECFF,Gecina SA,USD,OTC,United States,Common Stock
GECP,GECI International,EUR,Euronext,France,Common Stock
GEC.UN,Global Real Estate & E-Commerce Dividend Fund,CAD,TSX,Canada,Closed-end Fund
GEDIK,Gedik Yatirim Menkul Degerler A.S.,TRY,BIST,Turkey,Common
GEDZA,Gediz Ambalaj Sanayi ve Ticaret A.S.,TRY,BIST,Turkey,Common
GEE,GEE Limited,INR,BSE,India,EQUITY
GEECEE,GeeCee Ventures Limited,INR,NSE,India,EQUITY
GEECEE,GeeCee Ventures Limited,INR,BSE,India,EQUITY
GEECF,Global Environmental Energy Corp.,USD,OTC,United States,Common Stock
GEEKAYWIRE,Geekay Wires Limited,INR,NSE,India,EQUITY
GEF,Greif Inc,USD,NYSE,United States,Common Stock
GEF.B,Greif Inc,USD,NYSE,United States,Common Stock
GEFI,Geo Finance Corp.,USD,OTC,United States,Common Stock
GEGI,"Genesis Electronics Group, Inc.",USD,OTC,United States,Common Stock
GEGP,"Gold Entertainment Group, Inc.",USD,OTC,United States,Common Stock
GEGR,"Gaensel Energy Group, Inc.",USD,OTC,United States,Common Stock
GEGYF,Genel Energy PLC,USD,OTC,United States,Common Stock
GEI,SL Green Realty Corp.,EUR,FSX,Germany,Common
GEI,Gibson Energy Inc,CAD,TSX,Canada,Common Stock
GEIN,"Genesys Industries, Inc.",USD,OTC,United States,Common Stock
GEKA,"Genomma Lab Internacional, S.A.B. de C.V.",EUR,FSX,Germany,Common
GEL,Genesis Energy LP,USD,NYSE,United States,Limited Partnership
GEL,Gautam Exim Limited,INR,BSE,India,EQUITY
GELGF,Chatham Rock Phosphate Ltd. ,USD,OTC,United States,Common Stock
GELV,"Green Energy Live, Inc.",USD,OTC,United States,Common Stock
GELYF,Geely Automobile Holdings Ltd.,USD,OTC,United States,Common Stock
GELYY,Geely Automobile Holdings Ltd.,USD,OTC,United States,American Depositary Receipt
GEM,Gemfields Group Ltd,GBP,LSE,United Kingdom,Common Stock
GEMC,Global Energy Metals Corp,CAD,TSXV,Canada,Common Stock
GEMD,Gem Diamonds Ltd,GBP,LSE,United Kingdom,Common Stock
GEN,Genesis Healthcare Inc,USD,NYSE,United States,Common Stock
GENC,Gencor Industries Inc,USD,NASDAQ,United States,Common Stock
GENCON,Generic Engineering Construction and Projects Limited,INR,BSE,India,EQUITY
GENE,Genetic Technologies Ltd,USD,NASDAQ,United States,Depositary Receipt
GENESYS,Genesys International Corporation Limited,INR,BSE,India,EQUITY
GENESYS,Genesys International Corporation Limited,INR,BSE,India,EQUITY
GENESYS,Genesys International Corporation Limited,INR,NSE,India,EQUITY
GENGF,Gear Energy Ltd,USD,OTC,United States,Common Stock
GENH,Generation Hemp Inc.,USD,OTC,United States,Common Stock
GENI,Generic Sweden AB,SEK,OMX,Sweden,Common Stock
GENI,Genius Metals Inc,CAD,CNQ,Canada,Common Stock
GENL,Genel Energy Plc,GBP,LSE,United Kingdom,Common Stock
GENMF,Generation Mining Limited,USD,OTC,United States,Common Stock
GENNEX,Gennex Laboratories Limited,INR,BSE,India,EQUITY
GENNEX,Gennex Laboratories Limited,INR,BSE,India,EQUITY
GENO,Genovis AB,SEK,OMX,Sweden,Common Stock
GENPHARMA,GENERIC PHARMASEC LIMITED,INR,BSE,India,EQUITY
GENSOL,Gensol Engineering Limited,INR,BSE,India,EQUITY
GENSY,Genus Plc,USD,OTC,United States,American Depositary Receipt
GENTF,G5 Entertainment AB,USD,OTC,United States,Common Stock
GENT.ME,Gentian Diagnostics AS,NOK,OSE,Norway,Common
GENTS,Gentas Dekoratif Yuzeyler Sanayi ve Ticaret A.S.,TRY,BIST,Turkey,Common
GENUSPAPER,GENUS PAPER AND BO,INR,NSE,India,EQUITY
GENUSPAPER,Genus Paper & Boards Limited,INR,NSE,India,EQUITY
GENUSPAPER,Genus Paper & Boards Limited,INR,BSE,India,EQUITY
GENUSPOWER,GENUS POWER INFRA,INR,NSE,India,EQUITY
GENUSPOWER,Genus Power Infrastructures Limited,INR,BSE,India,EQUITY
GENUSPOWER,Genus Power Infrastructures Limited,INR,NSE,India,EQUITY
GENX,Genix Pharmaceuticals Corp,CAD,TSXV,Canada,Common Stock
GENX,Generix Group SADIR,EUR,Euronext,France,Common Stock
GENX,"Genex Pharmaceutical, Inc.",USD,OTC,United States,Common Stock
GEO,GEO Group Inc-The,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GEO,Geodrill Ltd,CAD,TSX,Canada,Common Stock
GEOJITFSL,Geojit Financial Services Limited,INR,BSE,India,EQUITY
GEOJITFSL,Geojit Financial Services Limited,INR,NSE,India,EQUITY
GEOO34,General Electric Company,BRL,Bovespa,Brazil,Common
GEOR,GeoPetro Resources Co.,USD,OTC,United States,Common Stock
GEOS,Geospace Technologies Corp,USD,NASDAQ,United States,Common Stock
GEOS.ME,Golden Energy Offshore Services AS,NOK,OSE,Norway,Common
GEPA3,Rio Paranapanema Energia S.A.,BRL,Bovespa,Brazil,Common
GEPA4,Rio Paranapanema Energia S.A.,BRL,Bovespa,Brazil,Common
GEPC,"Gepco, Ltd.",USD,OTC,United States,Common Stock
GEPIL,GE Power India Limited,INR,BSE,India,EQUITY
GEPIL,GE Power India Limited,INR,NSE,India,EQUITY
GER,Goldman Sachs MLP Energy and Renaissance Fund,USD,NYSE,United States,Closed-end Fund
GER,Glen Eagle Resources Inc,CAD,TSXV,Canada,Common Stock
GEREL,Gersan Elektrik Ticaret ve Sanayi Anonim Sirketi,TRY,BIST,Turkey,Common
GERFF,Glen Eagle Resources Inc.,USD,OTC,United States,Common Stock
GERHSP,German High Street Properties A/S,DKK,OMXC,Denmark,Common
GERI,"Global Energy Resources, Inc.",USD,OTC,United States,Common Stock
GERN,Geron Corp,USD,NASDAQ,United States,Common Stock
GERS,Greenshift Corp.,USD,OTC,United States,Common Stock
GES,Guess? Inc,USD,NYSE,United States,Common Stock
GESHIP,The Great Eastern Shipping Company Limited,INR,NSE,India,EQUITY
GESHIP,The Great Eastern Shipping Company Limited,INR,BSE,India,EQUITY
GESI,"Green Energy Solution Industries, Inc.",USD,OTC,United States,Common Stock
GET,Getlink SE,EUR,Euronext,France,Common Stock
GET,Getlink SE,EUR,FSX,Germany,Common Stock
GETB,GetBusy Plc,GBP,LSE,United Kingdom,Common Stock
GETH,"Green Envirotech Holdings, Corp.",USD,OTC,United States,Common Stock
GETI.B,Getinge AB,SEK,OMX,Sweden,Common Stock
GETVF,"Mediaset Espana Communicacion, S.A. ",USD,OTC,United States,Common Stock
GETVY,"Mediaset Espana Communicacion, S.A. ",USD,OTC,United States,American Depositary Receipt
GEVI,"General Environmental Management, Inc.",USD,OTC,United States,Common Stock
GEVO,Gevo Inc,USD,NASDAQ,United States,Common Stock
GEVWW,"Gevo, Inc.",USD,OTC,United States,Warrant
GF,New Germany Fund Inc-The,USD,NYSE,United States,Closed-end Fund
GF4,Grupo Financiero Galicia S.A.,EUR,FSX,Germany,Common
GF8,Greek Organization of Football Prognostics S.A.,EUR,FSX,Germany,Common
GFASY,Gafisa S.A.,USD,OTC,United States,American Depositary Receipt
GFC,Gecina SA,EUR,Euronext,France,Real Estate Investment Trust (REIT)
GFCI,"Grifco International, Inc.",USD,OTC,United States,Common Stock
GFCJ,Guaranty Financial Corp.,USD,OTC,United States,Common Stock
GFDV,"General Finance & Development, Inc.",USD,OTC,United States,Common Stock
GFED,Guaranty Federal Bancshares Inc,USD,NASDAQ,United States,Common Stock
GFF,Griffon Corp,USD,NYSE,United States,Common Stock
GFG,GFG Resources Inc,CAD,TSXV,Canada,Common Stock
GFG,Global Fashion Group SA,EUR,FSX,Germany,Common Stock
GFG,Global Fashion Group SA,EUR,XETR,Germany,Common Stock
GFGSF,GFG Resources Inc.,USD,OTC,United States,Common Stock
GFGU,"GetFugu, Inc.",USD,OTC,United States,Common Stock
GFGVF,Fast Line Hldg Inc.,USD,OTC,United States,Common Stock
GFGY,Granite Falls Energy LLC,USD,OTC,United States,Unit
GFI,Gravitas Financial Inc,CAD,CNQ,Canada,Common Stock
GFI,Gold Fields Ltd,USD,NYSE,United States,Depositary Receipt
GFIN,Gfinity plc,GBP,LSE,United Kingdom,Common Stock
GFKRF,Opus One Res Inc.,USD,OTC,United States,Common Stock
GFL,GFL Environmental Inc,CAD,TSX,Canada,Common Stock
GFL,GFL Environmental Inc,USD,NYSE,United States,Common Stock
GFLLIMITED,GFL Limited,INR,NSE,India,EQUITY
GFLU,GFL Environmental Inc,USD,NYSE,United States,Unit
GFM,Griffin Mining Ltd,GBP,LSE,United Kingdom,Common Stock
GFN,General Finance Corp,USD,NASDAQ,United States,Common Stock
GFNCP,General Finance Corp,USD,NASDAQ,United States,Preferred Stock
GFNL,"Genesis Financial, Inc.",USD,OTC,United States,Common Stock
GFNSL,General Finance Corp,USD,NASDAQ,United States,Preferred Stock
GFOO,Genufood Energy Enzymes Corp.,USD,OTC,United States,Common Stock
GFPTF,"GFPT Public Co., Ltd.",USD,OTC,United States,Common Stock
GFRD,Galliford Try Holdings PLC,GBP,LSE,United Kingdom,Common Stock
GFS,G4S PLC,GBP,LSE,United Kingdom,Common Stock
GFSA3,Gafisa S.A.,BRL,Bovespa,Brazil,Common
GFSAY,Gafisa S.A.,USD,OTC,United States,Common Stock
GFSTEELS,Grand Foundry Ltd.,INR,NSE,India,EQUITY
GFSZF,G4S Plc,USD,OTC,United States,Common Stock
GFSZY,G4S Plc,USD,OTC,United States,American Depositary Receipt
GFT,GFT Technologies SE,EUR,FSX,Germany,Common Stock
GFT,GFT Technologies SE,EUR,XETR,Germany,Common Stock
GFTU,Grafton Group PLC,GBP,LSE,United Kingdom,Unit
GFTX,Global Fiber Technologies Inc.,USD,OTC,United States,Common Stock
GFTX,Global Fiber Technologies Inc.,USD,OTC,United States,Common Stock
GFWQZ,PLM Equipment Growth Fund III,USD,OTC,United States,FUND
GFY,Western Asset Variable Rate Strategic Fund Inc,USD,NYSE,United States,Closed-end Fund
GG,Galane Gold Ltd,CAD,TSXV,Canada,Common Stock
GGA,Goldgroup Mining Inc,CAD,TSX,Canada,Common Stock
GGABF,Grupo Financiero Galicia S.A.,USD,OTC,United States,Common Stock
GGAL,Grupo Financiero Galicia SA,USD,NASDAQ,United States,Depositary Receipt
GGAU,Gambier Gold Corp,CAD,TSXV,Canada,Common Stock
GGAZF,Goldgroup Mining Inc.,USD,OTC,United States,Common Stock
GGB,Gerdau SA,USD,NYSE,United States,Depositary Receipt
GGB,Green Growth Brands Inc,CAD,CNQ,Canada,Common Stock
GGBL,Guar Global Ltd.,USD,OTC,United States,Common Stock
GGBR3,Gerdau S.A.,BRL,Bovespa,Brazil,Common
GGBR4,Gerdau S.A.,BRL,Bovespa,Brazil,Common
GGBXF,Green Growth Brands Inc.,USD,OTC,United States,Common Stock
GGC,Generic Gold Corp,CAD,CNQ,Canada,Common Stock
GGD,GoGold Resources Inc.,EUR,FSX,Germany,Common
GGD,GoGold Resources Inc,CAD,TSX,Canada,Common Stock
GGDVF,Guangdong Investment Ltd.,USD,OTC,United States,Common Stock
GGDVY,Guangdong Investment Ltd.,USD,OTC,United States,American Depositary Receipt
GGEO,Guideline Geo AB (publ),SEK,OMX,Sweden,Common
GGG,Graco Inc,USD,NYSE,United States,Common Stock
GGG,PT Gudang Garam Tbk,EUR,FSX,Germany,Common
GGG,G6 Materials Corp,CAD,TSXV,Canada,Common Stock
GGGOF,Galane Gold Ltd,USD,OTC,United States,Common Stock
GGGRF,Global Gardens Group,USD,OTC,United States,Common Stock
GGGSF,Greggs Plc.,USD,OTC,United States,Common Stock
GGGSY,Greggs Plc.,USD,OTC,United States,American Depositary Receipt
GGI,Garibaldi Resources Corp,CAD,TSXV,Canada,Common Stock
GGI,Beijing Energy International Holding Co Ltd,EUR,FSX,Germany,Common Stock
GGIFF,Garibaldi Resources Corp.,USD,OTC,United States,Common Stock
GGII,"Green Globe International, Inc.",USD,OTC,United States,Common Stock
GGISF,Genesis Metals Corp.,USD,OTC,United States,Common Stock
GGK,Genworth Financial Inc,EUR,FSX,Germany,Common Stock
GGL,"Global Water Resources, Inc.",EUR,FSX,Germany,Common
GGLDF,Getchell Gold Corporation,USD,OTC,United States,Common Stock
GGLT,"Giant Group, Ltd.",USD,OTC,United States,Common Stock
GGLXF,GGL Resources Corp.,USD,OTC,United States,Common Stock
GGM,Granada Gold Mine Inc,CAD,TSXV,Canada,Common Stock
GGM,Guggenheim Credit Allocation Fund,USD,NYSE,United States,Closed-end Fund
GGN,Ceragon Networks Ltd,EUR,FSX,Germany,Common Stock
GGN,GAMCO Global Gold Natural Resources & Income Trust,USD,NYSE,United States,Closed-end Fund
GGN-B,GAMCO Global Gold Natural Resources & Income Trust,USD,NYSE,United States,Preferred Stock
GGNDF,GN Store Nord A/S,USD,OTC,United States,Common Stock
GGNNW,"Genocea Biosciences, Inc.",USD,OTC,United States,Warrant
GGNPF,Gudang Garam Pt,USD,OTC,United States,Common Stock
GGO,Galleon Gold Corp,CAD,TSXV,Canada,Common Stock
GGO-A,Gabelli Go Anywhere Trust-The,USD,NYSE,United States,Preferred Stock
GGP,Greatland Gold PLC,GBP,LSE,United Kingdom,Common Stock
GGPL,Gala Global Products Limited,INR,BSE,India,EQUITY
GGRA,Gartner Inc,EUR,FSX,Germany,Common Stock
GGRC11,Ggr Covipe Renda Fundo Investimento Imobiliario,BRL,Bovespa,Brazil,Common
GGRGF,GROUPE GORGE SA,USD,OTC,United States,Common Stock
GGRN,"Global Green Solutions, Inc.",USD,OTC,United States,Common Stock
GGROU,Golden Growers Coop,USD,OTC,United States,Unit
GGRUF,Gategroup Holding AG,USD,OTC,United States,Common Stock
GGSM,Gold and GemStone Mining Inc.,USD,OTC,United States,Common Stock
GGT,Gabelli Multimedia Trust Inc,USD,NYSE,United States,Closed-end Fund
GGT-E,Gabelli Multimedia Trust Inc,USD,NYSE,United States,Preferred Stock
GGT-G,Gabelli Multimedia Trust Inc,USD,NYSE,United States,Preferred Stock
GGTHF,Golden Goliath Resources Ltd.,USD,OTC,United States,Common Stock
GGTS,"Gaming Transactions, Inc.",USD,OTC,United States,Common Stock
GGTTF,GTEC Holdings Ltd.,USD,OTC,United States,Common Stock
GGX,GGX Gold Corp,CAD,TSXV,Canada,Common Stock
GGZ,Gabelli Global Small and Mid Cap Value Trust-The,USD,NYSE,United States,Closed-end Fund
GGZ-A,Gabelli Global Small and Mid Cap Value Trust-The,USD,NYSE,United States,Preferred Stock
GH,Guardant Health Inc,USD,NASDAQ,United States,Common Stock
GH,Gamehost Inc,CAD,TSX,Canada,Common Stock
GH3,Greenhill & Co Inc,EUR,FSX,Germany,Common Stock
GHAV,"Grand Havana, Inc.",USD,OTC,United States,Common Stock
GHC,Garofalo Health Care SpA,EUR,FSX,Germany,Common Stock
GHC,Graham Holdings Co,USD,NYSE,United States,Common Stock
GHCL,GHCL Limited,INR,BSE,India,EQUITY
GHCL,GHCL Limited,INR,BSE,India,EQUITY
GHCL,GHCL Limited,INR,NSE,India,EQUITY
GHDN,Brainstorm Cell Therapeutics Inc.,EUR,FSX,Germany,Common
GHE,Gresham House PLC,GBP,LSE,United Kingdom,Common Stock
GHEU,"Global Healthcare & Education Management, Inc.",USD,OTC,United States,Common Stock
GHFH,"China Minsheng Banking Corp., Ltd.",EUR,FSX,Germany,Common
GHG,GreenTree Hospitality Group Ltd,USD,NYSE,United States,Depositary Receipt
GHG,Georgia Healthcare Group PLC,GBP,LSE,United Kingdom,Common Stock
GHG,Global Hemp Group Inc,CAD,CNQ,Canada,Common Stock
GHGH,GuanHua Corporation,USD,OTC,United States,Common Stock
GHH,Geox S.p.A.,EUR,FSX,Germany,Common
GHH,Gooch & Housego PLC,GBP,LSE,United Kingdom,Common Stock
GHHC,"GH Capital, Inc.",USD,OTC,United States,Common Stock
GHHH,Global House Holdings Ltd.,USD,OTC,United States,Common Stock
GHIL,"Green and Hill Industries, Inc.",USD,OTC,United States,Common Stock
GHIV,Gores Holdings IV Inc,USD,NASDAQ,United States,Common Stock
GHIVU,Gores Holdings IV Inc,USD,NASDAQ,United States,Unit
GHK,Great Eagle Holdings Ltd,EUR,FSX,Germany,Common Stock
GHL,Greenhill & Co Inc,USD,NYSE,United States,Common Stock
GHM,Graham Corp,USD,NYSE,United States,Common Stock
GHMP,GOOD HEMP INC.,USD,OTC,United States,Common Stock
GHN,G4S plc,EUR,FSX,Germany,Common
GHO,ADBRI Limited,EUR,FSX,Germany,Common
GHP,GHP Specialty Care AB,SEK,OMX,Sweden,Common Stock
GHRI,"Goliath Resources, Inc.",USD,OTC,United States,Common Stock
GHS,Gresham House Strategic PLC-Fund,GBP,LSE,United Kingdom,Closed-end Fund
GHSI,Guardion Health Sciences Inc,USD,NASDAQ,United States,Common Stock
GHST,"Ghost Technology, Inc.",USD,OTC,United States,Common Stock
GHT,Gresham Technologies PLC,GBP,LSE,United Kingdom,Common Stock
GHUS.B,Gotenehus Group AB,SEK,OMX,Sweden,Common Stock
GHY,PGIM Global High Yield Fund Inc,USD,NYSE,United States,Closed-end Fund
GI0A,Glorious Property Holdings Limited,EUR,FSX,Germany,Common
GI2,"Gibraltar Industries, Inc.",EUR,FSX,Germany,Common
GI4,"G-III Apparel Group, Ltd.",EUR,FSX,Germany,Common
GI6A,Gecina SA,EUR,FSX,Germany,Common
GIB,CGI Inc,USD,NYSE,United States,Common Stock
GIB,GSW Immobilien AG,EUR,FSX,Germany,Common Stock
GIB.A,CGI Inc,CAD,TSX,Canada,Common Stock
GICHSGFIN,GIC Housing Finance Limited,INR,NSE,India,EQUITY
GICHSGFIN,GIC Housing Finance Limited,INR,BSE,India,EQUITY
